component_id,lot_id,component_type,parameter,value_0h_uA,value_24h_uA,value_96h_uA,value_168h_uA,datasheet_limit_uA,ground_truth_class
C08930,L030,Type_A,leakage_current,9.856,10.087,10.895,11.697,50.0,Healthy
C08931,L031,Type_B,leakage_current,11.042,11.139,11.864,12.519,50.0,Healthy
C08932,L032,Type_A,leakage_current,8.958,9.298,10.261,11.058,50.0,Healthy
C08933,L033,Type_A,leakage_current,8.804,10.458,23.724,37.102,50.0,Latent_Defect
C08934,L034,Type_B,leakage_current,12.21,12.445,12.621,13.149,50.0,Healthy
C08935,L035,Type_A,leakage_current,9.678,9.81,10.727,11.222,50.0,Healthy
C08936,L036,Type_C,leakage_current,9.911,10.127,10.883,11.606,50.0,Healthy
C08937,L037,Type_C,leakage_current,9.282,9.483,10.145,10.519,50.0,Healthy
C08938,L038,Type_B,leakage_current,10.877,10.951,11.407,11.461,50.0,Healthy
C08939,L039,Type_A,leakage_current,10.687,10.99,11.472,11.924,50.0,Healthy
C08940,L040,Type_A,leakage_current,10.539,10.473,11.017,11.082,50.0,Healthy
C08941,L041,Type_A,leakage_current,9.557,9.631,9.98,10.212,50.0,Healthy
C08942,L042,Type_A,leakage_current,8.82,9.014,9.737,10.587,50.0,Healthy
C08943,L043,Type_A,leakage_current,10.691,10.684,10.762,10.687,50.0,Healthy
C08944,L044,Type_B,leakage_current,11.819,12.085,12.986,13.724,50.0,Healthy
C08945,L045,Type_A,leakage_current,9.54,9.613,9.972,10.369,50.0,Healthy
C08946,L046,Type_A,leakage_current,9.289,9.402,10.16,10.096,50.0,Healthy
C08947,L047,Type_C,leakage_current,11.043,11.321,12.072,13.045,50.0,Healthy
C08948,L048,Type_A,leakage_current,10.802,11.08,11.369,11.9,50.0,Healthy
C08949,L049,Type_A,leakage_current,10.705,10.844,11.124,11.282,50.0,Healthy
C08950,L050,Type_C,leakage_current,9.91,10.143,11.009,11.514,50.0,Healthy
C08951,L051,Type_B,leakage_current,10.952,19.405,44.803,70.427,50.0,Obvious_Failure
C08952,L052,Type_B,leakage_current,12.068,18.9,39.866,60.142,50.0,Obvious_Failure
C08953,L053,Type_A,leakage_current,10.027,10.314,11.071,12.065,50.0,Healthy
C08954,L054,Type_A,leakage_current,9.973,10.233,11.507,12.545,50.0,Healthy
C08955,L055,Type_A,leakage_current,9.737,9.856,9.998,10.561,50.0,Healthy
C08956,L056,Type_A,leakage_current,9.529,9.777,10.193,10.791,50.0,Healthy
C08957,L057,Type_C,leakage_current,9.434,11.158,26.041,41.238,50.0,Latent_Defect
C08958,L058,Type_A,leakage_current,9.018,9.443,9.773,10.249,50.0,Healthy
C08959,L059,Type_B,leakage_current,10.138,10.332,11.364,12.413,50.0,Healthy
C08960,L060,Type_B,leakage_current,10.878,11.109,12.111,13.034,50.0,Healthy
C08961,L061,Type_C,leakage_current,9.88,10.284,11.0,11.732,50.0,Healthy
C08962,L062,Type_B,leakage_current,10.616,10.836,11.546,12.242,50.0,Healthy
C08963,L063,Type_C,leakage_current,8.57,8.599,9.191,9.92,50.0,Healthy
C08964,L064,Type_C,leakage_current,9.588,12.264,40.939,69.229,50.0,Rapid_Drift
C08965,L065,Type_A,leakage_current,9.481,9.651,9.949,10.173,50.0,Healthy
C08966,L066,Type_A,leakage_current,9.534,11.141,25.507,38.217,50.0,Latent_Defect
C08967,L067,Type_A,leakage_current,9.847,10.009,10.671,11.141,50.0,Healthy
C08968,L068,Type_A,leakage_current,9.904,11.708,27.95,43.293,50.0,Latent_Defect
C08969,L069,Type_B,leakage_current,11.872,21.268,48.744,77.088,50.0,Obvious_Failure
C08970,L070,Type_A,leakage_current,9.478,9.714,10.552,11.612,50.0,Healthy
C08971,L071,Type_A,leakage_current,9.866,9.929,10.597,11.404,50.0,Healthy
C08972,L072,Type_A,leakage_current,9.391,9.552,10.414,11.328,50.0,Healthy
C08973,L073,Type_A,leakage_current,9.704,10.122,11.34,12.009,50.0,Healthy
C08974,L074,Type_B,leakage_current,11.311,11.276,11.512,11.547,50.0,Healthy
C08975,L075,Type_B,leakage_current,11.888,12.065,12.916,13.564,50.0,Healthy
C08976,L076,Type_B,leakage_current,11.082,11.228,11.706,12.203,50.0,Healthy
C08977,L077,Type_A,leakage_current,9.935,10.164,11.037,11.709,50.0,Healthy
C08978,L078,Type_A,leakage_current,9.715,10.112,10.893,11.504,50.0,Healthy
C08979,L079,Type_C,leakage_current,9.15,9.298,10.169,11.042,50.0,Healthy
C08980,L080,Type_A,leakage_current,10.023,10.378,10.731,11.689,50.0,Healthy
C08981,L081,Type_A,leakage_current,9.445,9.552,10.373,11.495,50.0,Healthy
C08982,L082,Type_A,leakage_current,9.837,9.96,10.309,10.635,50.0,Healthy
C08983,L083,Type_A,leakage_current,10.159,10.159,10.417,10.804,50.0,Healthy
C08984,L084,Type_B,leakage_current,10.021,10.267,10.529,10.757,50.0,Healthy
C08985,L085,Type_A,leakage_current,9.788,9.971,10.625,11.325,50.0,Healthy
C08986,L086,Type_A,leakage_current,10.348,10.487,10.905,11.411,50.0,Healthy
C08987,L087,Type_B,leakage_current,11.454,11.704,12.48,13.22,50.0,Healthy
C08988,L088,Type_A,leakage_current,8.326,14.791,33.506,52.063,50.0,Obvious_Failure
C08989,L089,Type_C,leakage_current,8.741,8.569,8.908,9.3,50.0,Healthy
C08990,L090,Type_A,leakage_current,8.98,9.03,9.756,10.215,50.0,Healthy
C08991,L091,Type_B,leakage_current,11.477,11.635,12.604,13.305,50.0,Healthy
C08992,L092,Type_B,leakage_current,9.12,9.469,10.209,10.934,50.0,Healthy
C08993,L093,Type_B,leakage_current,10.544,10.72,10.783,11.064,50.0,Healthy
C08994,L094,Type_A,leakage_current,9.709,9.796,10.271,10.948,50.0,Healthy
C08995,L095,Type_B,leakage_current,10.944,11.242,11.951,12.795,50.0,Healthy
C08996,L096,Type_B,leakage_current,10.681,10.901,11.5,11.93,50.0,Healthy
C08997,L097,Type_A,leakage_current,10.049,12.155,26.881,41.108,50.0,Latent_Defect
C08998,L098,Type_A,leakage_current,10.278,10.358,10.984,11.476,50.0,Healthy
C08999,L099,Type_A,leakage_current,10.027,10.123,11.265,12.09,50.0,Healthy
C09000,L100,Type_B,leakage_current,11.427,11.707,12.244,12.978,50.0,Healthy
C09001,L001,Type_A,leakage_current,10.366,10.507,10.986,11.221,50.0,Healthy
C09002,L002,Type_A,leakage_current,9.69,11.54,30.372,43.399,50.0,Latent_Defect
C09003,L003,Type_A,leakage_current,9.21,9.315,9.612,10.039,50.0,Healthy
C09004,L004,Type_C,leakage_current,8.794,10.432,22.986,35.127,50.0,Latent_Defect
C09005,L005,Type_A,leakage_current,9.091,11.315,30.49,39.086,50.0,Latent_Defect
C09006,L006,Type_B,leakage_current,11.044,12.404,24.877,37.013,50.0,Latent_Defect
C09007,L007,Type_A,leakage_current,10.18,10.463,11.209,11.99,50.0,Healthy
C09008,L008,Type_A,leakage_current,9.402,9.527,10.036,10.33,50.0,Healthy
C09009,L009,Type_A,leakage_current,9.806,10.086,10.688,11.292,50.0,Healthy
C09010,L010,Type_B,leakage_current,9.436,9.554,10.454,11.118,50.0,Healthy
C09011,L011,Type_C,leakage_current,8.539,8.569,8.626,9.213,50.0,Healthy
C09012,L012,Type_A,leakage_current,9.863,10.113,10.843,11.386,50.0,Healthy
C09013,L013,Type_A,leakage_current,10.401,10.721,11.461,12.234,50.0,Healthy
C09014,L014,Type_C,leakage_current,9.437,9.598,10.129,10.811,50.0,Healthy
C09015,L015,Type_B,leakage_current,11.443,11.672,12.446,13.03,50.0,Healthy
C09016,L016,Type_B,leakage_current,11.322,11.678,12.564,13.272,50.0,Healthy
C09017,L017,Type_B,leakage_current,11.307,14.36,38.623,63.209,50.0,Rapid_Drift
C09018,L018,Type_A,leakage_current,8.997,17.732,43.013,67.963,50.0,Obvious_Failure
C09019,L019,Type_A,leakage_current,9.179,9.445,9.966,10.229,50.0,Healthy
C09020,L020,Type_A,leakage_current,10.636,10.677,10.951,11.406,50.0,Healthy
C09021,L021,Type_A,leakage_current,10.378,10.714,11.7,12.473,50.0,Healthy
C09022,L022,Type_B,leakage_current,11.004,11.027,11.36,11.829,50.0,Healthy
C09023,L023,Type_B,leakage_current,10.814,11.061,11.86,12.392,50.0,Healthy
C09024,L024,Type_A,leakage_current,10.311,10.294,10.721,11.146,50.0,Healthy
C09025,L025,Type_A,leakage_current,10.222,10.446,11.146,12.17,50.0,Healthy
C09026,L026,Type_A,leakage_current,10.549,10.788,11.883,12.797,50.0,Healthy
C09027,L027,Type_B,leakage_current,9.701,9.785,10.461,11.174,50.0,Healthy
C09028,L028,Type_A,leakage_current,9.191,9.454,9.967,10.575,50.0,Healthy
C09029,L029,Type_A,leakage_current,10.8,11.106,11.794,12.252,50.0,Healthy
C09030,L030,Type_A,leakage_current,9.851,10.227,11.114,11.613,50.0,Healthy
C09031,L031,Type_C,leakage_current,8.332,8.474,9.446,10.035,50.0,Healthy
C09032,L032,Type_C,leakage_current,9.826,9.887,10.492,10.808,50.0,Healthy
C09033,L033,Type_A,leakage_current,10.353,10.352,11.042,11.435,50.0,Healthy
C09034,L034,Type_A,leakage_current,9.724,10.135,11.057,12.166,50.0,Healthy
C09035,L035,Type_A,leakage_current,10.912,13.137,28.509,41.902,50.0,Latent_Defect
C09036,L036,Type_C,leakage_current,9.997,11.395,31.894,46.421,50.0,Latent_Defect
C09037,L037,Type_B,leakage_current,11.532,11.742,12.45,12.783,50.0,Healthy
C09038,L038,Type_A,leakage_current,10.832,11.12,11.693,12.29,50.0,Healthy
C09039,L039,Type_B,leakage_current,9.79,9.838,10.46,10.999,50.0,Healthy
C09040,L040,Type_A,leakage_current,9.487,12.817,31.631,50.608,50.0,Rapid_Drift
C09041,L041,Type_A,leakage_current,9.379,18.727,47.218,76.016,50.0,Obvious_Failure
C09042,L042,Type_B,leakage_current,9.986,12.149,29.217,40.502,50.0,Latent_Defect
C09043,L043,Type_B,leakage_current,11.762,11.868,11.758,11.757,50.0,Healthy
C09044,L044,Type_B,leakage_current,10.476,10.74,11.475,12.175,50.0,Healthy
C09045,L045,Type_A,leakage_current,10.428,13.076,30.134,47.4,50.0,Rapid_Drift
C09046,L046,Type_A,leakage_current,9.508,13.197,30.802,47.711,50.0,Rapid_Drift
C09047,L047,Type_A,leakage_current,9.971,11.946,31.665,41.909,50.0,Latent_Defect
C09048,L048,Type_A,leakage_current,10.321,16.653,35.26,54.024,50.0,Obvious_Failure
C09049,L049,Type_A,leakage_current,10.043,11.78,27.161,42.593,50.0,Latent_Defect
C09050,L050,Type_A,leakage_current,10.731,12.677,29.398,44.526,50.0,Latent_Defect
C09051,L051,Type_A,leakage_current,9.776,9.921,10.656,11.201,50.0,Healthy
C09052,L052,Type_A,leakage_current,10.551,12.496,32.64,42.85,50.0,Latent_Defect
C09053,L053,Type_A,leakage_current,9.473,11.835,29.098,46.677,50.0,Latent_Defect
C09054,L054,Type_C,leakage_current,9.802,9.984,10.627,10.881,50.0,Healthy
C09055,L055,Type_C,leakage_current,10.136,10.515,11.534,12.147,50.0,Healthy
C09056,L056,Type_A,leakage_current,11.048,11.32,11.839,12.422,50.0,Healthy
C09057,L057,Type_B,leakage_current,11.343,11.637,12.292,12.805,50.0,Healthy
C09058,L058,Type_A,leakage_current,10.359,10.317,10.733,11.46,50.0,Healthy
C09059,L059,Type_A,leakage_current,10.707,10.804,11.471,12.507,50.0,Healthy
C09060,L060,Type_C,leakage_current,9.262,9.283,9.782,10.418,50.0,Healthy
C09061,L061,Type_A,leakage_current,10.445,12.949,31.511,47.601,50.0,Latent_Defect
C09062,L062,Type_C,leakage_current,9.4,9.712,10.617,11.503,50.0,Healthy
C09063,L063,Type_A,leakage_current,10.34,10.599,11.196,11.722,50.0,Healthy
C09064,L064,Type_A,leakage_current,10.597,14.575,33.064,51.698,50.0,Rapid_Drift
C09065,L065,Type_A,leakage_current,9.265,9.605,10.176,10.815,50.0,Healthy
C09066,L066,Type_B,leakage_current,10.956,11.041,11.319,11.923,50.0,Healthy
C09067,L067,Type_A,leakage_current,9.4,9.657,10.575,11.284,50.0,Healthy
C09068,L068,Type_B,leakage_current,9.326,9.514,10.08,10.602,50.0,Healthy
C09069,L069,Type_C,leakage_current,10.116,10.202,10.627,10.763,50.0,Healthy
C09070,L070,Type_B,leakage_current,10.86,11.061,11.848,12.285,50.0,Healthy
C09071,L071,Type_A,leakage_current,10.515,10.837,11.603,12.106,50.0,Healthy
C09072,L072,Type_B,leakage_current,11.537,11.594,11.994,12.445,50.0,Healthy
C09073,L073,Type_B,leakage_current,10.835,11.026,11.524,11.755,50.0,Healthy
C09074,L074,Type_B,leakage_current,10.799,11.134,11.896,12.579,50.0,Healthy
C09075,L075,Type_A,leakage_current,9.452,9.555,9.887,10.312,50.0,Healthy
C09076,L076,Type_B,leakage_current,10.241,11.914,29.081,44.73,50.0,Latent_Defect
C09077,L077,Type_B,leakage_current,9.987,10.219,10.422,10.584,50.0,Healthy
C09078,L078,Type_A,leakage_current,9.853,10.081,10.704,11.145,50.0,Healthy
C09079,L079,Type_B,leakage_current,10.953,11.073,11.332,11.832,50.0,Healthy
C09080,L080,Type_B,leakage_current,11.178,11.313,11.595,12.584,50.0,Healthy
C09081,L081,Type_A,leakage_current,10.76,10.965,11.827,12.414,50.0,Healthy
C09082,L082,Type_B,leakage_current,10.206,10.349,10.413,10.456,50.0,Healthy
C09083,L083,Type_B,leakage_current,11.258,11.531,12.054,12.678,50.0,Healthy
C09084,L084,Type_B,leakage_current,10.865,10.948,11.545,12.221,50.0,Healthy
C09085,L085,Type_A,leakage_current,10.922,10.931,11.518,12.398,50.0,Healthy
C09086,L086,Type_A,leakage_current,10.604,11.958,31.537,47.874,50.0,Latent_Defect
C09087,L087,Type_B,leakage_current,10.675,10.891,11.305,11.691,50.0,Healthy
C09088,L088,Type_A,leakage_current,9.402,9.563,10.165,10.933,50.0,Healthy
C09089,L089,Type_C,leakage_current,10.345,10.578,11.182,11.914,50.0,Healthy
C09090,L090,Type_A,leakage_current,10.086,10.479,10.67,11.206,50.0,Healthy
C09091,L091,Type_C,leakage_current,8.249,8.386,9.214,10.167,50.0,Healthy
C09092,L092,Type_A,leakage_current,10.713,10.739,11.042,11.635,50.0,Healthy
C09093,L093,Type_B,leakage_current,11.108,11.34,11.6,12.212,50.0,Healthy
C09094,L094,Type_A,leakage_current,10.438,10.619,11.054,11.415,50.0,Healthy
C09095,L095,Type_A,leakage_current,9.99,10.486,10.911,11.404,50.0,Healthy
C09096,L096,Type_B,leakage_current,11.306,11.424,12.308,13.177,50.0,Healthy
C09097,L097,Type_A,leakage_current,9.464,11.467,25.218,39.507,50.0,Latent_Defect
C09098,L098,Type_A,leakage_current,8.792,8.933,9.6,10.014,50.0,Healthy
C09099,L099,Type_A,leakage_current,10.246,19.269,47.24,75.108,50.0,Obvious_Failure
C09100,L100,Type_A,leakage_current,10.474,13.308,39.925,67.059,50.0,Rapid_Drift
C09101,L001,Type_A,leakage_current,10.196,18.294,41.888,65.023,50.0,Obvious_Failure
C09102,L002,Type_B,leakage_current,10.631,10.802,11.094,11.687,50.0,Healthy
C09103,L003,Type_B,leakage_current,10.075,10.123,10.844,11.299,50.0,Healthy
C09104,L004,Type_A,leakage_current,9.179,12.36,34.547,56.838,50.0,Rapid_Drift
C09105,L005,Type_A,leakage_current,10.32,12.644,38.225,63.45,50.0,Rapid_Drift
C09106,L006,Type_A,leakage_current,9.982,10.046,10.489,11.183,50.0,Healthy
C09107,L007,Type_A,leakage_current,10.35,10.492,11.18,11.311,50.0,Healthy
C09108,L008,Type_A,leakage_current,10.937,11.1,11.872,13.04,50.0,Healthy
C09109,L009,Type_A,leakage_current,11.088,11.376,11.94,12.856,50.0,Healthy
C09110,L010,Type_B,leakage_current,10.02,10.293,11.319,12.198,50.0,Healthy
C09111,L011,Type_A,leakage_current,10.654,10.462,10.585,10.786,50.0,Healthy
C09112,L012,Type_A,leakage_current,10.353,10.49,11.054,11.436,50.0,Healthy
C09113,L013,Type_B,leakage_current,11.96,12.183,13.021,13.437,50.0,Healthy
C09114,L014,Type_A,leakage_current,9.692,9.806,10.334,10.833,50.0,Healthy
C09115,L015,Type_B,leakage_current,9.908,9.98,10.208,10.502,50.0,Healthy
C09116,L016,Type_C,leakage_current,8.359,8.65,9.441,10.051,50.0,Healthy
C09117,L017,Type_A,leakage_current,10.445,10.558,11.14,11.59,50.0,Healthy
C09118,L018,Type_A,leakage_current,8.53,8.648,8.935,9.258,50.0,Healthy
C09119,L019,Type_A,leakage_current,10.168,15.205,31.074,48.223,50.0,Obvious_Failure
C09120,L020,Type_A,leakage_current,9.647,9.945,10.215,10.205,50.0,Healthy
C09121,L021,Type_B,leakage_current,10.276,11.887,28.81,40.668,50.0,Latent_Defect
C09122,L022,Type_B,leakage_current,10.337,10.818,11.631,12.342,50.0,Healthy
C09123,L023,Type_A,leakage_current,9.879,9.87,10.712,11.248,50.0,Healthy
C09124,L024,Type_A,leakage_current,9.4,9.585,10.52,11.302,50.0,Healthy
C09125,L025,Type_A,leakage_current,9.207,9.5,10.405,11.139,50.0,Healthy
C09126,L026,Type_A,leakage_current,9.333,9.335,9.652,9.78,50.0,Healthy
C09127,L027,Type_A,leakage_current,10.15,10.219,10.486,11.05,50.0,Healthy
C09128,L028,Type_A,leakage_current,10.699,10.87,11.256,11.57,50.0,Healthy
C09129,L029,Type_A,leakage_current,10.325,10.401,10.59,10.89,50.0,Healthy
C09130,L030,Type_A,leakage_current,9.815,10.224,10.872,11.666,50.0,Healthy
C09131,L031,Type_C,leakage_current,8.973,10.761,28.203,44.694,50.0,Latent_Defect
C09132,L032,Type_B,leakage_current,10.968,10.957,11.208,11.712,50.0,Healthy
C09133,L033,Type_A,leakage_current,10.648,10.74,11.521,11.904,50.0,Healthy
C09134,L034,Type_A,leakage_current,10.076,10.215,10.819,11.491,50.0,Healthy
C09135,L035,Type_A,leakage_current,10.517,10.743,11.45,11.959,50.0,Healthy
C09136,L036,Type_B,leakage_current,10.855,13.553,32.455,51.342,50.0,Rapid_Drift
C09137,L037,Type_A,leakage_current,10.42,10.702,11.389,11.89,50.0,Healthy
C09138,L038,Type_B,leakage_current,10.811,12.188,32.391,42.999,50.0,Latent_Defect
C09139,L039,Type_A,leakage_current,11.034,11.318,11.885,12.675,50.0,Healthy
C09140,L040,Type_A,leakage_current,10.29,10.7,11.607,12.476,50.0,Healthy
C09141,L041,Type_C,leakage_current,9.782,10.376,11.705,12.487,50.0,Healthy
C09142,L042,Type_A,leakage_current,9.577,9.524,9.882,10.187,50.0,Healthy
C09143,L043,Type_B,leakage_current,11.241,11.383,12.103,12.524,50.0,Healthy
C09144,L044,Type_C,leakage_current,9.734,9.862,10.0,10.593,50.0,Healthy
C09145,L045,Type_C,leakage_current,9.218,9.341,9.995,10.613,50.0,Healthy
C09146,L046,Type_A,leakage_current,9.506,9.873,10.586,10.87,50.0,Healthy
C09147,L047,Type_A,leakage_current,9.851,10.011,10.46,10.997,50.0,Healthy
C09148,L048,Type_B,leakage_current,10.588,10.951,11.774,12.754,50.0,Healthy
C09149,L049,Type_A,leakage_current,9.644,9.831,10.19,10.305,50.0,Healthy
C09150,L050,Type_A,leakage_current,10.072,10.16,10.594,10.944,50.0,Healthy
C09151,L051,Type_A,leakage_current,10.022,10.165,10.875,11.624,50.0,Healthy
C09152,L052,Type_A,leakage_current,10.25,10.392,11.003,11.482,50.0,Healthy
C09153,L053,Type_A,leakage_current,9.826,11.392,30.863,42.201,50.0,Latent_Defect
C09154,L054,Type_A,leakage_current,10.117,10.141,10.677,11.257,50.0,Healthy
C09155,L055,Type_C,leakage_current,9.843,10.237,10.908,11.384,50.0,Healthy
C09156,L056,Type_C,leakage_current,8.934,16.032,36.521,57.33,50.0,Obvious_Failure
C09157,L057,Type_B,leakage_current,10.366,10.952,11.921,12.758,50.0,Healthy
C09158,L058,Type_A,leakage_current,9.864,10.134,10.934,11.82,50.0,Healthy
C09159,L059,Type_A,leakage_current,9.345,11.532,24.618,37.93,50.0,Latent_Defect
C09160,L060,Type_B,leakage_current,10.561,10.669,11.13,11.305,50.0,Healthy
C09161,L061,Type_A,leakage_current,8.961,9.173,9.934,10.463,50.0,Healthy
C09162,L062,Type_A,leakage_current,10.605,10.938,11.459,11.588,50.0,Healthy
C09163,L063,Type_A,leakage_current,9.633,11.251,24.133,37.01,50.0,Latent_Defect
C09164,L064,Type_A,leakage_current,11.372,11.508,12.189,12.706,50.0,Healthy
C09165,L065,Type_A,leakage_current,10.599,10.767,11.609,12.783,50.0,Healthy
C09166,L066,Type_A,leakage_current,10.427,10.631,10.967,11.238,50.0,Healthy
C09167,L067,Type_A,leakage_current,9.937,10.162,10.476,11.284,50.0,Healthy
C09168,L068,Type_A,leakage_current,8.996,8.94,9.487,10.167,50.0,Healthy
C09169,L069,Type_B,leakage_current,11.634,11.421,11.395,11.36,50.0,Healthy
C09170,L070,Type_B,leakage_current,9.842,10.226,11.496,12.606,50.0,Healthy
C09171,L071,Type_A,leakage_current,10.07,10.466,11.072,11.702,50.0,Healthy
C09172,L072,Type_A,leakage_current,10.334,10.753,11.306,11.888,50.0,Healthy
C09173,L073,Type_B,leakage_current,10.004,10.057,10.513,11.315,50.0,Healthy
C09174,L074,Type_A,leakage_current,9.327,9.692,10.808,11.793,50.0,Healthy
C09175,L075,Type_B,leakage_current,10.063,10.161,10.529,10.699,50.0,Healthy
C09176,L076,Type_A,leakage_current,9.797,9.871,10.604,11.534,50.0,Healthy
C09177,L077,Type_A,leakage_current,8.806,8.932,9.451,10.075,50.0,Healthy
C09178,L078,Type_A,leakage_current,9.537,9.919,10.23,10.483,50.0,Healthy
C09179,L079,Type_A,leakage_current,10.827,10.812,11.099,11.47,50.0,Healthy
C09180,L080,Type_A,leakage_current,10.649,12.714,30.113,45.188,50.0,Latent_Defect
C09181,L081,Type_A,leakage_current,10.232,10.283,11.412,11.739,50.0,Healthy
C09182,L082,Type_A,leakage_current,9.752,9.92,10.538,11.183,50.0,Healthy
C09183,L083,Type_A,leakage_current,9.969,10.083,10.397,11.01,50.0,Healthy
C09184,L084,Type_B,leakage_current,11.594,11.754,12.329,13.195,50.0,Healthy
C09185,L085,Type_B,leakage_current,9.652,16.38,36.854,57.176,50.0,Obvious_Failure
C09186,L086,Type_C,leakage_current,9.868,12.071,28.203,42.218,50.0,Latent_Defect
C09187,L087,Type_C,leakage_current,9.742,10.11,10.672,11.435,50.0,Healthy
C09188,L088,Type_C,leakage_current,9.56,13.192,39.213,64.517,50.0,Rapid_Drift
C09189,L089,Type_A,leakage_current,9.795,11.631,28.403,41.92,50.0,Latent_Defect
C09190,L090,Type_A,leakage_current,9.466,9.466,9.404,9.501,50.0,Healthy
C09191,L091,Type_A,leakage_current,10.723,10.935,11.532,11.977,50.0,Healthy
C09192,L092,Type_A,leakage_current,10.348,10.428,10.791,11.465,50.0,Healthy
C09193,L093,Type_C,leakage_current,9.221,9.319,9.777,10.339,50.0,Healthy
C09194,L094,Type_B,leakage_current,11.311,11.473,12.063,12.45,50.0,Healthy
C09195,L095,Type_A,leakage_current,10.764,19.125,43.637,68.105,50.0,Obvious_Failure
C09196,L096,Type_B,leakage_current,10.787,10.831,11.515,12.34,50.0,Healthy
C09197,L097,Type_C,leakage_current,8.833,9.115,9.591,10.296,50.0,Healthy
C09198,L098,Type_B,leakage_current,10.906,11.183,11.232,11.509,50.0,Healthy
C09199,L099,Type_A,leakage_current,9.924,10.013,10.491,10.93,50.0,Healthy
C09200,L100,Type_A,leakage_current,10.561,10.962,11.762,12.416,50.0,Healthy
C09201,L001,Type_A,leakage_current,10.38,11.663,27.865,44.021,50.0,Latent_Defect
C09202,L002,Type_A,leakage_current,9.994,10.173,10.603,10.826,50.0,Healthy
C09203,L003,Type_A,leakage_current,10.291,10.61,11.129,11.913,50.0,Healthy
C09204,L004,Type_A,leakage_current,9.478,9.696,10.27,11.016,50.0,Healthy
C09205,L005,Type_A,leakage_current,9.465,9.585,10.236,10.848,50.0,Healthy
